instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,starts_with_number_title,starts_with_number_content,len_longest_word_content,starts_with_5W1H_content,starts_with_5W1H_title,number_of_proper_nouns_in_content,proportion_number_proper_nouns_in_content,proportion_of_stop_words_in_title,truth_mean,truth_median,truth_mode,label
450,11,1386,11,1251,8,789,0,0.0,0,0.0,0,0.0,3,0.0021645021645021645,0,0.0,1,0.0007993605115907274,0,0.0,0,0.0,50,0.06337135614702155,0.0,0,0,18,0,0,106,0.08473221422861711,0.2727272727272727,0.46666667,0.6666667,0.6666667,1
451,19,344,18,283,16,172,0,0.0,3,0.00872093023255814,0,0.0,7,0.020348837209302327,2,0.1111111111111111,12,0.04240282685512368,0,0.0,4,0.014492753623188406,19,0.11046511627906977,0.0,0,0,15,0,0,45,0.15901060070671377,0.0,0.26666668,0.33333334,0.0,0
452,18,72,17,68,13,41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.029411764705882353,0,0.0,0,0.0,6,0.14634146341463414,0.3181818181818182,0,0,10,0,0,13,0.19117647058823528,0.17647058823529413,0.33333334,0.33333334,0.33333334,0
453,12,1092,12,988,12,586,0,0.0,1,0.0009157509157509158,0,0.0,1,0.0009157509157509158,1,0.08333333333333333,28,0.02834008097165992,0,0.0,4,0.004166666666666667,35,0.059726962457337884,0.24375000000000002,0,0,15,0,0,156,0.15789473684210525,0.0,0.6,0.6666667,0.6666667,1
454,9,236,9,214,8,141,0,0.0,3,0.012711864406779662,0,0.0,1,0.00423728813559322,0,0.0,9,0.04205607476635514,0,0.0,0,0.0,15,0.10638297872340426,-0.5,0,0,11,0,0,39,0.1822429906542056,0.1111111111111111,0.53333336,0.6666667,0.6666667,1
455,14,750,11,677,10,385,0,0.0,2,0.0026666666666666666,1,0.07142857142857142,4,0.005333333333333333,0,0.0,6,0.008862629246676515,0,0.0,0,0.0,21,0.05454545454545454,-0.4,0,0,16,0,0,82,0.12112259970457903,0.09090909090909091,0.4,0.33333334,0.33333334,0
456,21,366,20,335,14,196,1,0.047619047619047616,0,0.0,0,0.0,3,0.00819672131147541,0,0.0,8,0.023880597014925373,0,0.0,2,0.006309148264984227,27,0.1377551020408163,0.45000000000000007,0,0,14,0,0,21,0.0626865671641791,0.3,0.26666668,0.33333334,0.0,0
457,11,405,10,381,9,240,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,0.14166666666666666,0.0,0,0,16,0,0,62,0.16272965879265092,0.1,0.13333334,0.0,0.0,0
458,9,192,9,177,8,115,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.005649717514124294,0,0.0,0,0.0,13,0.11304347826086956,0.0,0,0,14,0,0,28,0.15819209039548024,0.1111111111111111,0.0,0.0,0.0,0
459,17,430,15,395,10,237,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.035443037974683546,1,0.07142857142857142,1,0.002793296089385475,18,0.0759493670886076,0.0,0,0,16,0,0,47,0.1189873417721519,0.3333333333333333,0.33333334,0.33333334,0.0,0
460,14,1577,13,1453,10,920,0,0.0,0,0.0,0,0.0,2,0.0012682308180088776,0,0.0,28,0.019270474879559532,0,0.0,0,0.0,68,0.07391304347826087,-0.08888888888888889,0,0,14,0,0,192,0.1321403991741225,0.23076923076923078,0.26666668,0.33333334,0.0,0
461,15,352,14,325,10,189,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.012307692307692308,0,0.0,0,0.0,17,0.08994708994708994,0.0,1,1,16,0,0,30,0.09230769230769231,0.2857142857142857,0.6,0.6666667,1.0,1
462,14,548,11,487,8,325,0,0.0,0,0.0,1,0.07142857142857142,1,0.0018248175182481751,0,0.0,1,0.002053388090349076,0,0.0,1,0.002074688796680498,16,0.04923076923076923,0.3181818181818182,0,0,19,0,0,88,0.1806981519507187,0.2727272727272727,0.53333336,0.6666667,0.6666667,1
463,326,450,310,387,221,238,1,0.003067484662576687,0,0.0,0,0.0,2,0.0044444444444444444,9,0.02903225806451613,10,0.025839793281653745,0,0.0,4,0.010443864229765013,22,0.09243697478991597,0.09724747474747475,0,0,14,1,0,35,0.09043927648578812,0.1870967741935484,0.4,0.6666667,0.6666667,1
464,9,249,9,229,8,141,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004366812227074236,0,0.0,1,0.0045045045045045045,5,0.03546099290780142,0.0,0,0,17,0,0,23,0.10043668122270742,0.1111111111111111,0.6,0.6666667,1.0,1
465,234,263,224,239,157,154,1,0.004273504273504274,0,0.0,0,0.0,0,0.0,7,0.03125,8,0.03347280334728033,0,0.0,0,0.0,28,0.18181818181818182,0.08922558922558922,0,0,12,0,0,36,0.1506276150627615,0.20089285714285715,0.73333335,0.6666667,1.0,1
466,16,965,16,860,11,513,0,0.0,1,0.0010362694300518134,0,0.0,7,0.007253886010362694,0,0.0,18,0.020930232558139535,0,0.0,0,0.0,55,0.10721247563352826,-0.2878787878787879,0,0,14,0,0,108,0.12558139534883722,0.3125,0.06666667,0.0,0.0,0
467,28,581,28,524,18,307,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03571428571428571,3,0.0057251908396946565,0,0.0,1,0.0019305019305019305,30,0.09771986970684039,-0.2,0,0,18,0,0,42,0.08015267175572519,0.35714285714285715,0.46666667,0.33333334,0.33333334,0
468,17,118,15,110,14,61,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,7,0.11475409836065574,-0.010101010101010102,0,0,13,0,1,15,0.13636363636363635,0.06666666666666667,0.13333334,0.0,0.0,0
469,16,640,14,563,10,341,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,14,0.02486678507992895,0,0.0,0,0.0,26,0.07624633431085044,0.25,0,0,15,0,0,53,0.0941385435168739,0.2857142857142857,0.2,0.0,0.0,0
470,9,323,9,281,9,165,0,0.0,0,0.0,0,0.0,1,0.0030959752321981426,0,0.0,5,0.017793594306049824,0,0.0,4,0.014598540145985401,14,0.08484848484848485,0.0,0,0,13,0,0,34,0.12099644128113879,0.0,0.26666668,0.33333334,0.33333334,0
471,13,943,12,868,8,548,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.002304147465437788,0,0.0,0,0.0,37,0.06751824817518248,0.0,0,0,16,0,0,107,0.12327188940092165,0.3333333333333333,0.46666667,0.33333334,0.33333334,0
472,10,819,10,738,8,469,0,0.0,0,0.0,0,0.0,1,0.001221001221001221,0,0.0,9,0.012195121951219513,0,0.0,1,0.0014204545454545455,26,0.05543710021321962,0.2,0,0,19,0,0,90,0.12195121951219512,0.2,0.33333334,0.0,0.0,0
473,25,258,24,230,16,143,0,0.0,0,0.0,0,0.0,0,0.0,1,0.041666666666666664,0,0.0,0,0.0,1,0.004366812227074236,10,0.06993006993006994,0.0,0,0,12,0,0,21,0.09130434782608696,0.3333333333333333,0.33333334,0.33333334,0.0,0
474,8,249,8,219,6,139,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.0273972602739726,0,0.0,0,0.0,3,0.02158273381294964,-0.2,0,0,13,0,0,44,0.2009132420091324,0.25,0.2,0.0,0.0,0
475,9,40,9,33,6,23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.030303030303030304,0,0.0,0,0.0,0,0.0,0.5,0,0,11,0,0,14,0.42424242424242425,0.3333333333333333,0.73333335,0.6666667,1.0,1
476,6,332,6,304,6,180,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,10,0.03289473684210526,0,0.0,0,0.0,2,0.011111111111111112,0.25,0,0,13,0,0,30,0.09868421052631579,0.0,0.46666667,0.33333334,0.33333334,0
477,12,703,11,639,9,377,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.00782472613458529,0,0.0,0,0.0,30,0.07957559681697612,0.06666666666666667,0,0,15,0,0,76,0.1189358372456964,0.18181818181818182,0.26666668,0.33333334,0.0,0
478,14,186,13,160,12,104,0,0.0,1,0.005376344086021506,0,0.0,2,0.010752688172043012,2,0.15384615384615385,4,0.025,0,0.0,1,0.006329113924050633,9,0.08653846153846154,0.375,0,0,14,0,0,21,0.13125,0.0,0.53333336,0.6666667,0.6666667,1
479,12,261,12,246,9,146,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.08904109589041095,-0.03571428571428571,0,0,12,0,0,35,0.14227642276422764,0.25,0.26666668,0.0,0.0,0
480,8,1197,8,1079,6,676,0,0.0,1,0.000835421888053467,0,0.0,1,0.000835421888053467,0,0.0,2,0.0018535681186283596,0,0.0,0,0.0,35,0.051775147928994084,0.0,0,0,19,0,0,108,0.10009267840593142,0.25,0.4,0.33333334,0.33333334,0
481,15,179,14,165,7,104,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.012121212121212121,0,0.0,0,0.0,13,0.125,0.0,0,0,13,0,0,14,0.08484848484848485,0.5,0.2,0.0,0.0,0
482,12,578,11,502,9,316,0,0.0,1,0.0017301038062283738,0,0.0,2,0.0034602076124567475,0,0.0,7,0.013944223107569721,0,0.0,0,0.0,7,0.022151898734177215,0.0,0,0,15,0,0,98,0.1952191235059761,0.18181818181818182,0.13333334,0.0,0.0,0
483,15,688,15,611,10,380,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,6,0.009819967266775777,0,0.0,0,0.0,18,0.04736842105263158,0.6,0,0,12,0,0,76,0.12438625204582651,0.3333333333333333,0.53333336,0.33333334,0.33333334,0
484,13,801,13,708,10,470,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.014124293785310734,0,0.0,7,0.01020408163265306,17,0.036170212765957444,0.0,0,0,15,0,0,110,0.1553672316384181,0.23076923076923078,0.06666667,0.0,0.0,0
485,26,413,23,350,17,239,0,0.0,2,0.004842615012106538,0,0.0,3,0.007263922518159807,2,0.08695652173913043,9,0.025714285714285714,0,0.0,5,0.014577259475218658,22,0.09205020920502092,0.0,0,0,12,0,0,80,0.22857142857142856,0.2608695652173913,0.53333336,0.6666667,0.6666667,1
486,15,192,14,184,10,110,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.03636363636363636,-0.1,0,0,16,0,0,30,0.16304347826086957,0.2857142857142857,0.2,0.33333334,0.33333334,0
487,14,203,12,175,9,111,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,3,0.017142857142857144,0,0.0,3,0.01775147928994083,7,0.06306306306306306,0.0,0,0,11,1,0,25,0.14285714285714285,0.25,0.2,0.0,0.0,0
488,11,559,11,499,10,314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.014028056112224449,0,0.0,0,0.0,21,0.06687898089171974,0.0,0,0,14,0,0,62,0.12424849699398798,0.09090909090909091,0.4,0.33333334,0.0,0
489,11,416,11,375,9,238,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.005333333333333333,0,0.0,0,0.0,21,0.08823529411764706,0.0,0,0,13,0,0,51,0.136,0.18181818181818182,0.13333334,0.0,0.0,0
490,13,677,11,616,9,400,0,0.0,0,0.0,0,0.0,0,0.0,2,0.18181818181818182,18,0.02922077922077922,0,0.0,0,0.0,40,0.1,-0.5,0,0,17,0,0,57,0.09253246753246754,0.18181818181818182,0.13333334,0.0,0.0,0
491,9,607,9,530,6,342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.02830188679245283,0,0.0,0,0.0,13,0.038011695906432746,0.0,0,0,17,0,0,76,0.14339622641509434,0.3333333333333333,0.26666668,0.33333334,0.0,0
492,13,534,12,480,9,305,0,0.0,0,0.0,0,0.0,2,0.003745318352059925,0,0.0,2,0.004166666666666667,0,0.0,0,0.0,11,0.036065573770491806,0.2,0,0,17,0,0,65,0.13541666666666666,0.16666666666666666,0.33333334,0.0,0.0,0
493,6,1030,6,909,4,547,0,0.0,0,0.0,0,0.0,5,0.0048543689320388345,0,0.0,31,0.034103410341034104,0,0.0,0,0.0,24,0.043875685557586835,0.0,0,0,18,0,0,104,0.11441144114411442,0.3333333333333333,0.4,0.33333334,0.33333334,0
494,24,393,21,348,11,192,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.011494252873563218,0,0.0,0,0.0,8,0.041666666666666664,0.5,0,0,13,0,0,22,0.06321839080459771,0.47619047619047616,0.33333334,0.33333334,0.0,0
495,11,176,10,159,10,102,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.006289308176100629,0,0.0,0,0.0,6,0.058823529411764705,0.5,0,0,13,0,0,24,0.1509433962264151,0.0,0.13333334,0.0,0.0,0
496,12,12,12,10,12,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0.14285714285714285,0,0,8,0,0,2,0.2,0.0,0.6,0.6666667,0.6666667,1
497,11,247,10,215,8,129,0,0.0,1,0.004048582995951417,0,0.0,2,0.008097165991902834,0,0.0,3,0.013953488372093023,0,0.0,1,0.004694835680751174,3,0.023255813953488372,-0.5,0,0,12,0,0,31,0.14418604651162792,0.2,0.4,0.33333334,0.33333334,0
498,12,367,12,321,11,197,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.012461059190031152,0,0.0,1,0.0031645569620253164,23,0.116751269035533,0.0,0,0,17,0,0,41,0.1277258566978193,0.08333333333333333,0.06666667,0.0,0.0,0
499,19,1315,15,1165,8,752,0,0.0,2,0.001520912547528517,0,0.0,8,0.006083650190114068,0,0.0,32,0.027467811158798282,0,0.0,0,0.0,14,0.018617021276595744,0.5,0,0,36,0,0,182,0.15622317596566523,0.4666666666666667,0.53333336,0.33333334,0.33333334,0
500,7,852,7,791,6,476,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.007585335018963337,0,0.0,0,0.0,21,0.04411764705882353,0.0,0,0,15,0,0,62,0.07838179519595449,0.14285714285714285,0.53333336,0.6666667,0.6666667,1
501,15,216,13,199,13,112,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,2,0.010050251256281407,0,0.0,0,0.0,4,0.03571428571428571,0.0,0,0,14,0,0,19,0.09547738693467336,0.0,0.2,0.0,0.0,0
502,14,44,12,39,11,26,0,0.0,0,0.0,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.2,0,0,12,0,0,5,0.1282051282051282,0.08333333333333333,0.4,0.33333334,0.33333334,0
503,10,35,9,32,7,23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03125,0,0.0,0,0.0,2,0.08695652173913043,0.0,0,0,9,0,0,10,0.3125,0.2222222222222222,0.06666667,0.0,0.0,0
504,7,87,7,77,6,49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.012987012987012988,0,0.0,0,0.0,2,0.04081632653061224,0.0,0,0,14,0,0,6,0.07792207792207792,0.14285714285714285,0.13333334,0.0,0.0,0
505,10,1547,10,1355,9,834,0,0.0,0,0.0,0,0.0,1,0.0006464124111182935,0,0.0,12,0.008856088560885609,0,0.0,16,0.011869436201780416,32,0.03836930455635491,0.018181818181818174,0,0,16,0,0,144,0.10627306273062731,0.1,0.13333334,0.0,0.0,0
506,14,1006,14,930,10,531,0,0.0,1,0.0009940357852882703,0,0.0,0,0.0,0,0.0,17,0.01827956989247312,0,0.0,0,0.0,19,0.035781544256120526,0.0,0,0,16,0,0,85,0.0913978494623656,0.2857142857142857,0.2,0.0,0.0,0
507,10,586,10,516,9,339,0,0.0,0,0.0,0,0.0,2,0.0034129692832764505,0,0.0,14,0.027131782945736434,0,0.0,1,0.001996007984031936,21,0.061946902654867256,-0.08806818181818182,0,0,15,0,0,43,0.08333333333333333,0.1,0.6,0.6666667,0.6666667,1
508,20,264,20,248,13,146,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004032258064516129,0,0.0,0,0.0,12,0.0821917808219178,0.25,0,0,14,0,0,15,0.06048387096774194,0.35,0.13333334,0.0,0.0,0
509,8,6,6,6,5,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0,4,0.8,0.13636363636363635,0,0,8,0,0,2,0.3333333333333333,0.16666666666666666,0.13333334,0.0,0.0,0
510,15,124,15,110,14,72,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,4,0.03636363636363636,0,0.0,0,0.0,4,0.05555555555555555,0.1,0,0,11,0,0,26,0.23636363636363636,0.0,0.53333336,0.33333334,0.33333334,0
511,7,22,7,19,7,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.10526315789473684,0,0.0,0,0.0,0,0.0,0.13636363636363635,0,0,15,0,0,3,0.15789473684210525,0.0,0.8,1.0,1.0,1
512,11,428,10,371,9,244,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,3,0.008086253369272238,0,0.0,1,0.0027100271002710027,10,0.040983606557377046,0.16,0,0,13,0,0,68,0.18328840970350405,0.1,0.26666668,0.0,0.0,0
513,15,845,13,766,11,455,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0026109660574412533,0,0.0,0,0.0,16,0.035164835164835165,0.0,0,0,16,0,0,91,0.11879895561357702,0.15384615384615385,0.06666667,0.0,0.0,0
514,12,34,11,31,9,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1111111111111111,0.0,0,0,14,0,0,8,0.25806451612903225,0.18181818181818182,0.6666667,0.6666667,1.0,1
515,12,972,11,872,7,525,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.010321100917431193,0,0.0,0,0.0,28,0.05333333333333334,0.0,0,0,19,0,0,118,0.1353211009174312,0.36363636363636365,0.33333334,0.33333334,0.0,0
516,12,617,12,543,10,324,0,0.0,0,0.0,0,0.0,1,0.0016207455429497568,1,0.08333333333333333,7,0.01289134438305709,0,0.0,1,0.0018726591760299626,39,0.12037037037037036,0.5,0,0,16,0,0,50,0.09208103130755065,0.16666666666666666,0.46666667,0.33333334,0.0,0
517,11,200,11,177,10,120,0,0.0,1,0.005,0,0.0,2,0.01,1,0.09090909090909091,3,0.01694915254237288,0,0.0,2,0.011494252873563218,6,0.05,-0.05,0,0,14,0,0,32,0.1807909604519774,0.09090909090909091,0.0,0.0,0.0,0
518,18,742,17,694,10,409,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.005763688760806916,0,0.0,0,0.0,45,0.1100244498777506,0.2,0,0,14,0,0,132,0.19020172910662825,0.4117647058823529,0.4,0.33333334,0.33333334,0
519,14,306,13,252,11,159,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.023809523809523808,0,0.0,2,0.00819672131147541,21,0.1320754716981132,-0.3,0,0,13,0,0,24,0.09523809523809523,0.15384615384615385,0.2,0.0,0.0,0
520,12,917,11,831,8,547,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,4,0.0048134777376654635,0,0.0,0,0.0,16,0.029250457038391225,0.0,0,0,14,0,0,136,0.16365824308062576,0.2727272727272727,0.06666667,0.0,0.0,0
521,11,109,11,95,9,55,0,0.0,0,0.0,0,0.0,1,0.009174311926605505,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,2,0.03636363636363636,0.13636363636363635,0,0,11,0,0,16,0.16842105263157894,0.18181818181818182,0.53333336,0.6666667,0.6666667,1
522,14,452,14,407,12,258,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,5,0.012285012285012284,0,0.0,3,0.007481296758104738,36,0.13953488372093023,0.06818181818181818,0,0,20,0,0,71,0.17444717444717445,0.14285714285714285,0.33333334,0.0,0.0,0
523,9,727,8,605,8,465,1,0.1111111111111111,1,0.001375515818431912,0,0.0,0,0.0,0,0.0,23,0.03801652892561983,0,0.0,0,0.0,36,0.07741935483870968,0.5681818181818181,0,0,20,0,0,266,0.4396694214876033,0.0,0.53333336,0.6666667,0.6666667,1
524,16,668,15,604,10,389,0,0.0,0,0.0,0,0.0,1,0.0014970059880239522,0,0.0,22,0.03642384105960265,0,0.0,0,0.0,34,0.08740359897172237,0.0,0,0,13,0,0,116,0.19205298013245034,0.3333333333333333,0.33333334,0.33333334,0.0,0
525,12,1388,11,1236,7,779,0,0.0,1,0.0007204610951008645,0,0.0,1,0.0007204610951008645,0,0.0,21,0.01699029126213592,0,0.0,0,0.0,32,0.0410783055198973,0.3,0,0,14,0,0,176,0.1423948220064725,0.36363636363636365,0.33333334,0.33333334,0.0,0
526,10,534,10,457,10,270,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.010940919037199124,0,0.0,8,0.017817371937639197,6,0.022222222222222223,0.2,0,0,12,0,0,31,0.06783369803063458,0.0,0.93333334,1.0,1.0,1
527,4,8,3,7,3,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,9,0,0,0,0.0,0.0,0.13333334,0.0,0.0,0
528,12,607,12,525,11,332,0,0.0,1,0.0016474464579901153,0,0.0,2,0.0032948929159802307,1,0.08333333333333333,14,0.02666666666666667,0,0.0,3,0.005802707930367505,11,0.03313253012048193,0.0,0,0,15,0,0,74,0.14095238095238094,0.08333333333333333,0.13333334,0.0,0.0,0
529,10,381,9,329,9,215,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.015197568389057751,0,0.0,2,0.006134969325153374,12,0.05581395348837209,0.25,0,0,14,0,0,71,0.21580547112462006,0.0,0.0,0.0,0.0,0
530,21,456,20,395,11,229,0,0.0,0,0.0,1,0.047619047619047616,2,0.0043859649122807015,0,0.0,13,0.03291139240506329,0,0.0,5,0.01282051282051282,11,0.048034934497816595,0.5333333333333333,0,0,13,0,0,24,0.060759493670886074,0.4,0.53333336,0.6666667,0.6666667,1
531,11,1486,10,1296,9,788,0,0.0,2,0.0013458950201884253,0,0.0,1,0.0006729475100942127,0,0.0,20,0.015432098765432098,0,0.0,14,0.011084718923198733,44,0.05583756345177665,0.0,0,0,18,0,0,136,0.10493827160493827,0.1,0.8666667,1.0,1.0,1
532,9,205,8,192,7,118,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.036458333333333336,0,0.0,1,0.005263157894736842,11,0.09322033898305085,0.0,0,0,13,0,0,26,0.13541666666666666,0.125,0.33333334,0.0,0.0,0
533,15,2098,14,1885,8,1088,0,0.0,1,0.00047664442326024784,0,0.0,4,0.0019065776930409914,0,0.0,41,0.021750663129973476,0,0.0,0,0.0,39,0.035845588235294115,-1.0,0,0,14,0,0,196,0.1039787798408488,0.42857142857142855,0.53333336,0.6666667,0.6666667,1
534,10,297,10,255,8,169,0,0.0,1,0.003367003367003367,0,0.0,2,0.006734006734006734,0,0.0,5,0.0196078431372549,0,0.0,3,0.012145748987854251,5,0.029585798816568046,0.0,0,0,17,0,0,37,0.1450980392156863,0.2,0.2,0.0,0.0,0
535,10,85,10,80,9,51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.025,0,0.0,0,0.0,1,0.0196078431372549,0.0,0,0,13,0,0,6,0.075,0.1,0.13333334,0.0,0.0,0
536,12,5376,11,4830,8,3073,0,0.0,0,0.0,0,0.0,2,0.0003720238095238095,0,0.0,53,0.010973084886128364,0,0.0,0,0.0,190,0.06182883176049463,0.0,0,0,16,0,0,693,0.14347826086956522,0.2727272727272727,0.6,0.6666667,0.6666667,1
537,328,340,310,304,223,178,1,0.003048780487804878,0,0.0,0,0.0,0,0.0,9,0.02903225806451613,9,0.029605263157894735,0,0.0,0,0.0,26,0.14606741573033707,0.16133658008658008,0,0,12,0,0,17,0.05592105263157895,0.1774193548387097,0.2,0.0,0.0,0
538,17,1388,17,1246,10,752,0,0.0,0,0.0,0,0.0,1,0.0007204610951008645,0,0.0,15,0.012038523274478331,0,0.0,0,0.0,50,0.06648936170212766,0.35,0,0,17,0,0,140,0.11235955056179775,0.4117647058823529,0.46666667,0.33333334,0.33333334,0
539,14,110,14,96,11,54,0,0.0,1,0.00909090909090909,0,0.0,2,0.01818181818181818,1,0.07142857142857142,1,0.010416666666666666,0,0.0,0,0.0,4,0.07407407407407407,0.0,0,0,12,0,0,8,0.08333333333333333,0.21428571428571427,0.4,0.6666667,0.6666667,1
540,12,105,11,92,9,59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.043478260869565216,0,0.0,0,0.0,1,0.01694915254237288,0.4,0,0,14,0,0,9,0.09782608695652174,0.18181818181818182,1.0,1.0,1.0,1
541,10,191,9,170,8,117,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,8,0.047058823529411764,0,0.0,0,0.0,10,0.08547008547008547,0.0,0,0,12,0,0,35,0.20588235294117646,0.1111111111111111,0.13333334,0.0,0.0,0
542,12,75,11,70,10,41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014285714285714285,0,0.0,0,0.0,2,0.04878048780487805,0.0,0,0,12,0,0,11,0.15714285714285714,0.09090909090909091,0.33333334,0.33333334,0.33333334,0
543,14,1657,14,1443,13,911,0,0.0,18,0.010863005431502716,0,0.0,16,0.009656004828002414,0,0.0,83,0.05751905751905752,0,0.0,4,0.0030745580322828594,96,0.10537870472008781,-0.1,0,0,21,0,0,244,0.1690921690921691,0.07142857142857142,0.46666667,0.33333334,0.0,0
544,21,1107,20,999,16,606,0,0.0,1,0.0009033423667570009,0,0.0,0,0.0,0,0.0,42,0.042042042042042045,0,0.0,1,0.0010526315789473684,24,0.039603960396039604,0.5,0,0,13,0,0,91,0.09109109109109109,0.2,0.06666667,0.0,0.0,0
545,26,740,26,676,20,387,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0029585798816568047,0,0.0,0,0.0,23,0.059431524547803614,-0.025000000000000022,0,0,23,0,0,48,0.07100591715976332,0.23076923076923078,0.26666668,0.0,0.0,0
546,13,483,12,430,10,296,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0069767441860465115,0,0.0,4,0.009411764705882352,18,0.060810810810810814,0.13636363636363635,0,0,16,0,0,62,0.14418604651162792,0.16666666666666666,0.46666667,0.6666667,0.6666667,1
547,11,1042,9,901,4,564,0,0.0,0,0.0,0,0.0,1,0.0009596928982725527,0,0.0,7,0.00776914539400666,0,0.0,7,0.007847533632286996,7,0.012411347517730497,0.0,0,0,17,0,0,73,0.08102108768035517,0.4444444444444444,0.26666668,0.33333334,0.0,0
548,14,3709,14,3408,8,1981,0,0.0,0,0.0,0,0.0,1,0.00026961445133459155,0,0.0,88,0.025821596244131457,0,0.0,0,0.0,97,0.048965169106511865,-0.125,0,0,15,0,0,402,0.11795774647887323,0.42857142857142855,0.6,0.6666667,0.6666667,1
549,13,157,12,136,11,90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.014705882352941176,0,0.0,0,0.0,14,0.15555555555555556,-0.2,0,0,14,0,0,41,0.3014705882352941,0.08333333333333333,0.0,0.0,0.0,0
550,20,951,18,820,14,491,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.015853658536585366,0,0.0,8,0.00997506234413965,28,0.05702647657841141,0.25857142857142856,0,0,13,0,0,64,0.07804878048780488,0.2222222222222222,0.06666667,0.0,0.0,0
