instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,starts_with_number_content,len_longest_word_content,starts_with_5W1H_content,starts_with_5W1H_title,truth_mean,truth_median,truth_mode,label
6074,11,611,11,541,7,314,0,0,0,0,0,0,6,0.009819967266776,0,0,14,0.025878003696858,0,0,8,0.015503875968992,17,0.054140127388535,0.5,0,18,0,0,0.39999999996,0.3333333333,0.3333333333,0
6075,15,80,14,69,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08,0.35,0,12,0,0,0.66666666664,0.6666666666,1,1
6076,12,1431,11,1269,9,738,0,0,0,0,0,0,2,0.001397624039133,0,0,21,0.016548463356974,0,0,1,0.000836120401338,22,0.029810298102981,-0.8,0,21,1,0,0.13333333332,0,0,0
6077,16,1406,13,1284,10,757,0,0,0,0,0,0,2,0.001422475106686,1,0.076923076923077,37,0.028816199376947,0,0,5,0.004156275976725,58,0.07661822985469,-0.181818181818182,0,14,0,0,0.3333333333,0.3333333333,0,0
6078,3,352,3,309,3,204,0,0,0,0,0,0,0,0,0,0,1,0.003236245954693,0,0,1,0.003289473684211,0,0,0,0,17,0,0,0.26666666664,0,0,0
6079,9,237,8,219,8,148,0,0,0,0,0,0,1,0.0042194092827,0,0,15,0.068493150684932,0,0,0,0,14,0.094594594594595,0,0,16,0,0,0.73333333332,1,1,1
6080,13,623,12,574,11,379,0,0,0,0,0,0,0,0,0,0,7,0.01219512195122,0,0,5,0.008771929824561,11,0.029023746701847,0.5,0,15,0,0,0.73333333332,1,1,1
6081,9,312,8,266,8,157,0,0,12,0.038461538461539,1,0.111111111111111,1,0.003205128205128,0,0,0,0,0,0,5,0.019607843137255,7,0.044585987261147,0.1,0,13,0,1,0.5333333333,0.3333333333,0.3333333333,0
6082,13,394,12,343,10,237,0,0,0,0,0,0,0,0,0,0,1,0.002915451895044,0,0,2,0.005865102639296,10,0.042194092827004,0.166666666666667,0,19,0,0,0.13333333332,0,0,0
6083,16,1816,13,1621,12,919,0,0,2,0.001101321585903,0,0,15,0.008259911894273,2,0.153846153846154,39,0.024059222702036,0,0,38,0.024390243902439,34,0.036996735582155,0.3,0,16,0,0,0.26666666666,0,0,0
6084,7,5,6,4,6,4,0,0,0,0,0,0,1,0.2,1,0.166666666666667,0,0,0,0,0,0,0,0,0.136363636363636,0,8,0,0,0.26666666664,0,0,0
6085,12,97,11,86,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.142857142857143,-0.2,0,12,0,0,0.13333333332,0,0,0
6086,37,1229,36,1127,22,698,0,0,0,0,0,0,0,0,1,0.027777777777778,26,0.023070097604259,0,0,2,0.001800180018002,100,0.143266475644699,0.2,0,15,0,0,0.13333333332,0,0,0
6087,11,867,11,788,11,492,0,0,1,0.001153402537486,0,0,1,0.001153402537486,1,0.090909090909091,19,0.024111675126904,0,0,2,0.002677376171352,24,0.048780487804878,0,0,17,0,0,0.06666666666,0,0,0
6088,11,503,11,454,11,292,0,0,0,0,0,0,0,0,0,0,4,0.008810572687225,0,0,0,0,5,0.017123287671233,0,0,15,0,0,0.3333333333,0.3333333333,0,0
6089,11,698,11,624,8,411,0,0,0,0,0,0,0,0,0,0,7,0.011217948717949,0,0,0,0,22,0.05352798053528,1,0,17,0,0,0.39999999996,0.3333333333,0.3333333333,0
6090,19,483,19,432,16,285,0,0,0,0,0,0,0,0,1,0.052631578947369,10,0.023148148148148,0,0,0,0,37,0.129824561403509,0.163333333333333,0,16,0,0,0.13333333332,0,0,0
6091,14,1695,13,1516,9,849,0,0,1,0.000589970501475,0,0,1,0.000589970501475,0,0,45,0.029683377308707,0,0,0,0,35,0.041224970553593,0,0,17,0,0,0.39999999996,0.3333333333,0.3333333333,0
6092,12,837,11,769,9,488,0,0,0,0,0,0,1,0.001194743130227,0,0,14,0.018205461638492,0,0,0,0,0,0,0,0,16,0,1,0.66666666664,0.6666666666,1,1
6093,10,850,10,784,7,435,0,0,0,0,0,0,1,0.001176470588235,0,0,7,0.008928571428571,0,0,0,0,9,0.020689655172414,-0.155555555555556,0,18,0,0,0.19999999998,0,0,0
6094,16,1865,15,1736,12,1071,0,0,0,0,0,0,0,0,0,0,14,0.008064516129032,0,0,0,0,12,0.011204481792717,0,0,16,0,0,0.46666666664,0.3333333333,0.3333333333,0
6095,11,516,10,467,8,294,0,0,0,0,0,0,0,0,0,0,5,0.010706638115632,0,0,4,0.008830022075055,8,0.027210884353742,-0.2,0,13,0,0,0,0,0,0
6096,14,605,13,555,11,377,0,0,0,0,0,0,0,0,0,0,15,0.027027027027027,0,0,0,0,29,0.076923076923077,-0.2,0,17,0,0,0.86666666666,1,1,1
6097,15,608,14,529,11,329,0,0,0,0,0,0,0,0,0,0,9,0.017013232514178,0,0,3,0.005736137667304,17,0.051671732522796,0.100793650793651,0,17,0,0,0.06666666666,0,0,0
6098,8,1243,8,1100,7,722,0,0,0,0,0,0,1,0.000804505229284,0,0,8,0.007272727272727,0,0,0,0,35,0.048476454293629,0.1625,0,13,0,0,0.39999999998,0.3333333333,0.3333333333,0
6099,16,171,15,133,12,94,0,0,0,0,0,0,0,0,1,0.066666666666667,2,0.015037593984962,0,0,2,0.015503875968992,16,0.170212765957447,0,0,21,0,0,0.2,0,0,0
6100,8,921,8,771,6,678,0,0,0,0,0,0,0,0,1,0.125,10,0.012970168612192,0,0,1,0.001290322580645,3,0.004424778761062,0,0,12,0,0,0.3333333333,0.3333333333,0,0
6101,12,425,10,368,9,251,0,0,0,0,0,0,0,0,0,0,4,0.010869565217391,0,0,1,0.002717391304348,28,0.111553784860558,0.178787878787879,0,17,0,0,0.19999999998,0,0,0
6102,12,216,12,198,9,127,0,0,0,0,0,0,0,0,0,0,3,0.015151515151515,0,0,0,0,4,0.031496062992126,0.1,0,18,0,0,0.13333333332,0,0,0
6103,20,439,17,400,14,257,0,0,0,0,0,0,0,0,0,0,23,0.0575,0,0,0,0,29,0.11284046692607,0,0,16,0,0,0.86666666664,1,1,1
6104,19,394,18,354,11,247,0,0,0,0,0,0,0,0,1,0.055555555555556,5,0.014124293785311,0,0,0,0,21,0.08502024291498,0.6,0,14,0,0,0.39999999998,0.3333333333,0,0
6105,13,1575,13,1446,7,861,0,0,4,0.002539682539683,0,0,2,0.001269841269841,0,0,13,0.008990318118949,0,0,0,0,43,0.049941927990709,-0.125,0,16,0,0,0.06666666666,0,0,0
6106,21,8756,19,7863,13,5045,0,0,4,0.000456829602558,0,0,10,0.001142074006396,0,0,181,0.023019203866209,0,0,12,0.00162425554954,196,0.038850346878097,0,0,31,0,0,0.06666666666,0,0,0
6107,8,53,7,47,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.096774193548387,0,0,15,0,0,0.3333333333,0.3333333333,0,0
6108,9,1306,9,1183,9,786,0,0,1,0.000765696784074,0,0,1,0.000765696784074,0,0,37,0.031276415891801,0,0,0,0,2,0.002544529262087,0,0,15,0,0,0.06666666666,0,0,0
6109,15,359,14,334,11,224,0,0,0,0,0,0,0,0,0,0,7,0.020958083832335,0,0,1,0.003154574132492,18,0.080357142857143,0,0,13,0,0,0.13333333332,0,0,0
6110,10,661,9,576,7,364,0,0,1,0.001512859304085,0,0,1,0.001512859304085,0,0,8,0.013888888888889,0,0,5,0.009920634920635,41,0.112637362637363,0,0,13,0,0,0.26666666664,0.3333333333,0.3333333333,0
6111,10,170,10,156,10,94,0,0,0,0,0,0,0,0,0,0,1,0.006410256410256,0,0,0,0,7,0.074468085106383,0.1,0,14,0,0,0.19999999998,0,0,0
6112,14,353,13,320,11,213,0,0,0,0,0,0,0,0,0,0,1,0.003125,0,0,2,0.006349206349206,21,0.098591549295775,0.136363636363636,0,16,0,0,0.33333333332,0,0,0
6113,30,667,30,604,20,347,0,0,0,0,0,0,0,0,0,0,3,0.004966887417219,0,0,1,0.001669449081803,35,0.100864553314121,0.333333333333333,0,15,0,0,0.26666666664,0.3333333333,0.3333333333,0
6114,20,631,19,547,14,336,0,0,0,0,0,0,0,0,1,0.052631578947369,11,0.020109689213894,0,0,2,0.003710575139147,33,0.098214285714286,-0.1,0,14,0,0,0.13333333332,0,0,0
6115,14,458,14,382,8,228,0,0,0,0,0,0,2,0.004366812227074,0,0,7,0.018324607329843,0,0,4,0.010752688172043,10,0.043859649122807,0,0,17,0,0,0.19999999998,0,0,0
6116,12,584,12,511,9,324,0,0,0,0,0,0,0,0,0,0,6,0.01174168297456,0,0,4,0.007905138339921,34,0.104938271604938,0,0,16,0,0,0.33333333332,0.3333333333,0.3333333333,0
6117,16,243,14,218,14,122,1,0.0625,0,0,0,0,0,0,0,0,4,0.018348623853211,0,0,1,0.00462962962963,15,0.122950819672131,0.3,0,13,0,0,0.19999999998,0,0,0
6118,11,147,9,122,8,85,0,0,0,0,0,0,0,0,0,0,2,0.016393442622951,0,0,0,0,11,0.129411764705882,0.136363636363636,0,12,0,0,0.26666666666,0,0,0
6119,9,601,9,538,8,353,0,0,0,0,0,0,0,0,0,0,13,0.024163568773234,0,0,0,0,10,0.028328611898017,-0.3,0,15,0,0,0,0,0,0
6120,11,262,11,238,11,140,0,0,0,0,0,0,0,0,0,0,7,0.029411764705882,0,0,0,0,10,0.071428571428572,0.05,0,15,0,0,0.2,0,0,0
6121,2,165,2,139,2,92,0,0,2,0.012121212121212,0,0,1,0.006060606060606,0,0,4,0.028776978417266,0,0,1,0.007299270072993,3,0.032608695652174,0,0,10,0,0,0.66666666664,0.6666666666,0.6666666666,1
6122,12,40,12,33,11,25,0,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,4,0.16,0,0,8,0,0,0.66666666664,0.6666666666,0.6666666666,1
6123,8,1243,8,1122,8,707,0,0,0,0,0,0,0,0,0,0,4,0.003565062388592,0,0,0,0,27,0.038189533239038,0,0,15,0,0,0.5333333333,0.6666666666,0.6666666666,1
6124,12,602,11,563,10,360,0,0,0,0,0,0,0,0,1,0.090909090909091,14,0.024866785079929,0,0,0,0,25,0.069444444444445,0,0,17,0,0,0.06666666666,0,0,0
6125,32,188,32,172,14,96,0,0,0,0,0,0,1,0.00531914893617,0,0,0,0,1,0.032258064516129,0,0,6,0.0625,0.35,0,15,0,0,0.13333333332,0,0,0
6126,12,688,11,609,9,374,0,0,0,0,0,0,0,0,0,0,3,0.004926108374384,0,0,0,0,34,0.090909090909091,0,0,15,0,0,0.26666666666,0,0,0
6127,13,645,13,585,13,398,0,0,0,0,0,0,0,0,0,0,25,0.042735042735043,0,0,0,0,16,0.040201005025126,0.4,0,16,0,0,0.93333333332,1,1,1
6128,10,460,10,406,8,241,0,0,1,0.002173913043478,0,0,2,0.004347826086957,2,0.2,24,0.059113300492611,0,0,1,0.002610966057441,13,0.053941908713693,0,0,17,0,0,0.26666666666,0,0,0
6129,11,2699,10,2436,9,1518,0,0,0,0,0,0,2,0.000741015190811,0,0,12,0.004926108374384,0,0,1,0.000453103760761,30,0.019762845849802,0,0,18,0,0,0.5333333333,0.3333333333,0.3333333333,0
6130,13,47,13,41,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03448275862069,0,0,13,0,0,0.8,1,1,1
6131,20,289,19,263,12,157,0,0,1,0.003460207612457,0,0,0,0,1,0.052631578947369,3,0.011406844106464,0,0,1,0.003921568627451,28,0.178343949044586,0,0,16,0,0,0.06666666666,0,0,0
6132,4,243,4,212,3,180,0,0,0,0,0,0,0,0,0,0,4,0.018867924528302,0,0,0,0,2,0.011111111111111,0,0,13,0,0,0.13333333332,0,0,0
6133,12,747,12,692,9,441,0,0,0,0,0,0,0,0,0,0,2,0.002890173410405,0,0,0,0,28,0.063492063492064,-0.258333333333333,0,14,0,0,0.19999999998,0,0,0
6134,20,425,20,393,15,262,0,0,0,0,0,0,0,0,0,0,7,0.017811704834606,0,0,0,0,35,0.133587786259542,0.5,0,15,0,0,0.06666666666,0,0,0
6135,16,1973,13,1773,10,1252,1,0.0625,5,0.002534211860112,0,0,0,0,0,0,65,0.036661026508742,0,0,0,0,89,0.071086261980831,0.335227272727273,1,21,0,0,0.13333333332,0,0,0
6136,18,375,18,330,11,207,0,0,6,0.016,0,0,1,0.002666666666667,0,0,10,0.03030303030303,0,0,3,0.009345794392523,11,0.053140096618358,0.5,0,17,0,0,0.86666666664,1,1,1
6137,21,296,18,267,11,168,0,0,0,0,0,0,0,0,1,0.055555555555556,5,0.0187265917603,0,0,0,0,20,0.119047619047619,0.5,0,15,0,0,0.26666666664,0.3333333333,0.3333333333,0
6138,16,914,14,799,12,484,0,0,0,0,0,0,0,0,0,0,9,0.011264080100125,0,0,1,0.001261034047919,42,0.086776859504132,-0.2,0,14,0,0,0.26666666664,0,0,0
6139,5,170,5,152,4,101,0,0,0,0,0,0,0,0,0,0,2,0.013157894736842,0,0,0,0,1,0.00990099009901,-0.0625,0,14,0,0,0.13333333332,0,0,0
6140,18,586,16,538,11,360,0,0,0,0,0,0,0,0,0,0,1,0.00185873605948,0,0,0,0,27,0.075,0.392857142857143,0,13,0,0,0.13333333332,0,0,0
6141,13,1002,11,931,8,567,0,0,0,0,1,0.076923076923077,3,0.002994011976048,0,0,11,0.011815252416756,0,0,0,0,19,0.033509700176367,0.166666666666667,0,14,0,0,0.33333333332,0.3333333333,0.3333333333,0
6142,8,385,8,362,6,314,0,0,0,0,0,0,0,0,0,0,6,0.016574585635359,0,0,0,0,4,0.012738853503185,0.4,0,17,0,0,0.7333333333,0.6666666666,0.6666666666,1
6143,10,76,9,72,8,44,0,0,0,0,0,0,0,0,0,0,3,0.041666666666667,0,0,0,0,2,0.045454545454546,0.291666666666667,0,14,0,0,0.46666666664,0.3333333333,0.3333333333,0
6144,12,394,10,353,9,240,0,0,0,0,1,0.083333333333333,0,0,0,0,12,0.03399433427762,0,0,0,0,6,0.025,0,0,14,0,0,0.7333333333,0.6666666666,0.6666666666,1
6145,11,47,11,41,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.66666666664,0.6666666666,1,1
6146,13,1167,12,1006,12,671,0,0,1,0.000856898029135,0,0,6,0.005141388174807,0,0,10,0.009940357852883,0,0,3,0.003009027081244,15,0.022354694485842,0,0,17,0,0,0.26666666664,0.3333333333,0.3333333333,0
6147,12,302,12,267,11,164,0,0,0,0,0,0,0,0,0,0,2,0.00749063670412,0,0,2,0.00763358778626,6,0.036585365853659,0,0,13,0,0,0.13333333332,0,0,0
6148,10,888,9,792,9,463,0,0,0,0,0,0,1,0.001126126126126,0,0,2,0.002525252525253,0,0,6,0.007662835249042,5,0.010799136069115,1,0,15,0,0,0.5333333333,0.3333333333,0.3333333333,0
6149,10,478,9,434,7,262,0,0,0,0,0,0,0,0,0,0,2,0.004608294930876,0,0,1,0.002364066193853,14,0.053435114503817,0,0,15,0,0,0.46666666664,0.3333333333,0.3333333333,0
6150,17,751,15,678,10,453,0,0,0,0,0,0,0,0,0,0,8,0.011799410029499,0,0,1,0.001517450682853,25,0.055187637969095,0.168181818181818,0,14,0,0,0.5333333333,0.6666666666,0.6666666666,1
6151,14,963,14,869,12,548,0,0,0,0,0,0,4,0.004153686396677,0,0,9,0.010356731875719,0,0,0,0,23,0.041970802919708,0.25,0,15,0,0,0.06666666666,0,0,0
6152,5,1349,5,1210,5,795,0,0,0,0,0,0,1,0.000741289844329,0,0,15,0.012396694214876,0,0,0,0,2,0.00251572327044,0,0,17,0,0,0.66666666664,0.6666666666,1,1
6153,9,185,9,166,7,111,0,0,0,0,0,0,0,0,1,0.111111111111111,5,0.030120481927711,0,0,0,0,7,0.063063063063063,-0.05,0,20,0,0,0.13333333332,0,0,0
6154,8,1742,8,1531,7,971,0,0,0,0,0,0,4,0.002296211251435,0,0,27,0.017635532331809,0,0,12,0.008042895442359,6,0.006179196704428,0,0,16,0,0,0.26666666664,0.3333333333,0.3333333333,0
6155,18,1028,16,927,14,617,0,0,0,0,0,0,0,0,1,0.0625,21,0.022653721682848,0,0,0,0,84,0.13614262560778,0.7,0,16,0,0,0,0,0,0
6156,24,440,21,392,18,211,0,0,0,0,0,0,0,0,1,0.047619047619048,13,0.033163265306123,0,0,4,0.010362694300518,22,0.104265402843602,0.5,0,12,0,0,0,0,0,0
6157,12,78,11,73,8,44,0,0,0,0,0,0,0,0,0,0,1,0.013698630136986,0,0,0,0,3,0.068181818181818,0.136363636363636,0,11,0,0,0.2,0,0,0
6158,7,937,7,826,5,508,0,0,0,0,0,0,0,0,0,0,1,0.001210653753027,0,0,1,0.001288659793814,15,0.029527559055118,-0.8,0,18,0,0,0.3333333333,0.3333333333,0.3333333333,0
6159,12,691,11,583,7,382,0,0,2,0.002894356005789,0,0,3,0.004341534008683,1,0.090909090909091,105,0.180102915951973,0,0,5,0.008650519031142,1,0.00261780104712,0.3,0,12,0,0,0.66666666664,0.6666666666,0.6666666666,1
6160,13,481,13,443,10,290,0,0,0,0,0,0,0,0,2,0.153846153846154,15,0.033860045146727,0,0,0,0,27,0.093103448275862,0.25,0,20,0,0,0.19999999998,0,0,0
6161,10,285,10,265,10,191,0,0,0,0,0,0,0,0,0,0,19,0.071698113207547,0,0,0,0,22,0.115183246073298,0,0,18,0,0,0.8,1,1,1
6162,8,1616,8,1439,8,909,0,0,0,0,0,0,4,0.002475247524752,2,0.25,29,0.020152883947186,0,0,40,0.029261155815655,22,0.024202420242024,0,0,17,0,0,0.46666666664,0.3333333333,0.3333333333,0
6163,12,817,12,756,11,502,0,0,0,0,0,0,0,0,0,0,13,0.017195767195767,0,0,0,0,50,0.099601593625498,0,0,18,0,0,0.06666666666,0,0,0
6164,11,2386,11,2055,10,1334,0,0,1,0.000419111483655,0,0,11,0.004610226320201,1,0.090909090909091,42,0.02043795620438,0,0,14,0.006899950714638,73,0.05472263868066,0.5,0,26,0,0,0.26666666664,0.3333333333,0.3333333333,0
6165,9,998,9,910,7,659,0,0,1,0.001002004008016,0,0,2,0.002004008016032,0,0,10,0.010989010989011,0,0,0,0,29,0.044006069802731,0.03125,0,17,0,0,0.73333333332,1,1,1
6166,11,163,11,148,10,91,0,0,0,0,0,0,0,0,0,0,5,0.033783783783784,0,0,0,0,12,0.131868131868132,0,0,13,0,0,0.06666666666,0,0,0
6167,15,229,15,212,15,133,0,0,0,0,0,0,0,0,0,0,8,0.037735849056604,0,0,1,0.004807692307692,16,0.120300751879699,0.2,0,12,0,0,0.26666666664,0.3333333333,0.3333333333,0
6168,13,472,13,438,13,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.049019607843137,0.1,0,16,0,0,0.86666666664,1,1,1
6169,17,399,16,329,10,216,0,0,0,0,0,0,1,0.00250626566416,0,0,14,0.042553191489362,1,0.066666666666667,2,0.006191950464396,15,0.069444444444445,0,0,17,0,0,0.46666666664,0.3333333333,0.3333333333,0
6170,11,437,10,400,8,228,0,0,0,0,0,0,0,0,0,0,2,0.005,0,0,2,0.005037783375315,15,0.065789473684211,-0.025,0,16,0,0,0.39999999998,0.3333333333,0,0
6171,15,210,14,195,10,133,0,0,0,0,0,0,0,0,1,0.071428571428572,8,0.041025641025641,0,0,0,0,29,0.218045112781955,0,0,12,0,0,0.19999999998,0,0,0
6172,14,146,13,131,9,88,0,0,0,0,0,0,0,0,0,0,3,0.022900763358779,0,0,2,0.015873015873016,8,0.090909090909091,0,0,17,0,0,0.19999999998,0,0,0
6173,12,7381,10,6379,10,4335,0,0,0,0,0,0,4,0.000541931987536,1,0.1,111,0.017400846527669,0,0,59,0.009474867512446,36,0.008304498269896,0.5,0,27,0,0,0.19999999998,0.3333333333,0.3333333333,0
6174,8,63,8,56,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.085714285714286,-0.5,0,15,0,0,0.19999999998,0,0,0
6175,13,516,13,421,13,279,0,0,6,0.011627906976744,0,0,4,0.007751937984496,0,0,14,0.033254156769596,0,0,14,0.034063260340633,1,0.003584229390681,0,0,11,0,0,0.53333333328,0.6666666666,0.6666666666,1
6176,10,446,10,363,8,248,0,0,1,0.002242152466368,0,0,9,0.02017937219731,0,0,17,0.046831955922865,0,0,6,0.017094017094017,23,0.092741935483871,0,0,25,0,0,0.7333333333,0.6666666666,0.6666666666,1
6177,13,1175,12,991,8,585,0,0,0,0,0,0,1,0.000851063829787,1,0.083333333333333,44,0.044399596367306,1,0.090909090909091,40,0.042826552462527,48,0.082051282051282,0,0,12,0,0,0.06666666666,0,0,0
6178,8,875,8,787,8,503,0,0,0,0,0,0,1,0.001142857142857,0,0,16,0.020330368487929,0,0,2,0.002567394094994,42,0.083499005964215,0,0,15,0,0,0,0,0,0
6179,11,775,9,684,8,451,0,0,0,0,0,0,0,0,0,0,4,0.005847953216374,0,0,4,0.006182380216383,12,0.026607538802661,0,0,19,0,0,0.26666666666,0,0,0
6180,12,543,12,471,11,293,0,0,0,0,0,0,0,0,2,0.166666666666667,12,0.02547770700637,0,0,2,0.004329004329004,5,0.017064846416382,0,0,15,0,0,0.19999999998,0,0,0
6181,13,6169,12,5562,10,3314,0,0,0,0,0,0,4,0.000648403306857,1,0.083333333333333,54,0.009708737864078,0,0,0,0,149,0.044960772480386,0.7,0,20,0,0,0.33333333332,0,0,0
6182,12,778,11,697,8,438,0,0,0,0,0,0,1,0.001285347043702,0,0,14,0.020086083213773,0,0,3,0.004335260115607,33,0.075342465753425,0,0,18,0,0,0.06666666666,0,0,0
6183,12,638,12,573,8,366,0,0,0,0,0,0,0,0,0,0,3,0.005235602094241,0,0,5,0.00886524822695,18,0.049180327868853,-0.291666666666667,0,13,0,0,0.26666666664,0.3333333333,0.3333333333,0
6184,17,282,16,250,10,153,0,0,0,0,0,0,0,0,0,0,3,0.012,1,0.066666666666667,1,0.004081632653061,11,0.071895424836601,-0.35,0,14,0,0,0.66666666664,0.6666666666,1,1
6185,12,455,12,397,10,244,0,0,0,0,0,0,0,0,0,0,5,0.012594458438287,0,0,3,0.007712082262211,33,0.135245901639344,0,0,11,0,0,0.19999999998,0,0,0
6186,13,855,12,784,9,467,0,0,0,0,0,0,0,0,0,0,26,0.033163265306123,0,0,0,0,23,0.049250535331906,0.5,0,19,0,0,0.79999999998,1,1,1
6187,17,1662,16,1480,10,834,0,0,0,0,0,0,11,0.00661853188929,0,0,6,0.004054054054054,0,0,0,0,59,0.070743405275779,-0.031818181818182,0,15,0,0,0.39999999998,0.3333333333,0.3333333333,0
6188,3,90,3,83,3,58,0,0,0,0,0,0,0,0,0,0,2,0.024096385542169,0,0,0,0,0,0,0,0,14,0,0,0.13333333332,0,0,0
6189,18,672,16,602,16,410,0,0,0,0,0,0,0,0,1,0.0625,2,0.003322259136213,0,0,1,0.001712328767123,40,0.097560975609756,0.333333333333333,0,19,0,0,0.5333333333,0.3333333333,0.3333333333,0
6190,16,869,14,758,13,490,0,0,0,0,0,0,0,0,0,0,6,0.007915567282322,0,0,4,0.005369127516779,22,0.044897959183674,1,0,15,0,0,0.73333333332,1,1,1
6191,12,24,12,20,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,9,0,0,0.7333333333,0.6666666666,0.6666666666,1
6192,13,799,11,729,11,451,0,0,0,0,0,0,0,0,2,0.181818181818182,12,0.016460905349794,0,0,0,0,16,0.035476718403548,0,0,15,0,0,0.66666666662,0.6666666666,0.6666666666,1
6193,13,800,13,731,11,465,0,0,0,0,0,0,0,0,0,0,6,0.008207934336525,0,0,4,0.005856515373353,5,0.010752688172043,0.266666666666667,0,17,0,0,0.5333333333,0.6666666666,0.6666666666,1
6194,11,692,10,606,10,391,0,0,0,0,0,0,0,0,0,0,2,0.003300330033003,0,0,5,0.008361204013378,4,0.010230179028133,-0.125,0,15,0,0,0.7333333333,0.6666666666,0.6666666666,1
6195,17,770,15,704,12,427,0,0,0,0,0,0,0,0,0,0,6,0.008522727272727,0,0,3,0.004444444444444,22,0.05152224824356,-0.558333333333333,1,13,0,0,0.19999999998,0,0,0
6196,14,182,14,168,14,104,0,0,0,0,0,0,0,0,0,0,3,0.017857142857143,0,0,0,0,6,0.057692307692308,0,0,19,0,0,0.26666666664,0.3333333333,0.3333333333,0
6197,19,1820,19,1612,12,964,0,0,0,0,0,0,3,0.001648351648352,0,0,12,0.007444168734491,0,0,0,0,86,0.089211618257262,0.068181818181818,0,18,0,0,0.3333333333,0.3333333333,0,0
6198,11,1400,10,1254,8,797,0,0,0,0,0,0,4,0.002857142857143,0,0,2,0.001594896331738,0,0,0,0,12,0.015056461731493,0,0,16,0,0,0.59999999998,0.3333333333,0.3333333333,0
6199,16,514,16,448,12,278,0,0,0,0,0,0,1,0.001945525291829,0,0,7,0.015625,0,0,13,0.029953917050691,14,0.050359712230216,0.5,0,12,0,0,0.3333333333,0.3333333333,0.3333333333,0
6200,13,539,12,499,8,305,0,0,0,0,0,0,0,0,0,0,11,0.022044088176353,0,0,0,0,12,0.039344262295082,-0.1,0,16,0,0,0.19999999998,0,0,0
6201,13,666,11,602,9,382,0,0,1,0.001501501501502,0,0,0,0,0,0,7,0.011627906976744,0,0,2,0.003454231433506,29,0.075916230366492,0.2,0,18,0,0,0.13333333332,0,0,0
6202,3,86,3,79,3,50,0,0,0,0,0,0,0,0,0,0,1,0.012658227848101,0,0,0,0,2,0.04,0,0,13,0,0,0.06666666666,0,0,0
6203,13,386,11,325,9,224,0,0,1,0.00259067357513,0,0,0,0,0,0,4,0.012307692307692,0,0,0,0,9,0.040178571428572,0.1,0,15,0,0,0,0,0,0
6204,11,404,11,355,9,192,0,0,0,0,0,0,1,0.002475247524752,1,0.090909090909091,3,0.008450704225352,0,0,8,0.023121387283237,6,0.03125,0.75,0,14,0,0,0.93333333332,1,1,1
6205,14,1323,13,1191,12,760,0,0,0,0,1,0.071428571428572,0,0,0,0,15,0.012594458438287,0,0,2,0.001693480101609,66,0.086842105263158,0.4,0,19,0,0,0.5333333333,0.3333333333,0.3333333333,0
6206,15,188,15,159,14,94,0,0,0,0,0,0,1,0.00531914893617,0,0,5,0.031446540880503,0,0,1,0.006410256410256,2,0.021276595744681,-0.7,0,17,0,0,0.46666666664,0.3333333333,0.3333333333,0
6207,11,9589,10,8435,8,5428,0,0,1,0.000104286161226,0,0,16,0.001668578579622,0,0,134,0.015886188500296,0,0,50,0.005986590038314,166,0.030582166543847,0,0,21,1,0,0.06666666666,0,0,0
6208,17,997,17,905,11,532,0,0,0,0,0,0,0,0,0,0,2,0.002209944751381,0,0,0,0,23,0.043233082706767,-1,0,14,0,0,0.06666666666,0,0,0
6209,13,43,13,40,10,28,0,0,0,0,0,0,0,0,0,0,1,0.025,0,0,0,0,9,0.321428571428571,0.08,0,10,0,0,0.13333333332,0,0,0
6210,8,909,8,813,7,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.007462686567164,19,0.04,0,0,14,0,0,0.79999999998,1,1,1
6211,17,1124,16,1020,11,634,0,0,0,0,1,0.058823529411765,0,0,0,0,6,0.005882352941176,0,0,0,0,44,0.069400630914827,0.55,0,18,0,0,0.39999999996,0.3333333333,0.3333333333,0
6212,7,1429,7,1296,7,882,0,0,0,0,0,0,1,0.000699790062981,0,0,22,0.016975308641975,0,0,0,0,2,0.002267573696145,0,0,17,0,1,0.3333333333,0.3333333333,0.3333333333,0
