instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,starts_with_number_title,starts_with_number_content,len_longest_word_content,starts_with_5W1H_content,starts_with_5W1H_title,number_of_proper_nouns_in_content,proportion_number_proper_nouns_in_content,truth_mean,truth_median,truth_mode,label
250,10,1166,9,996,8,667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.002008032128514056,0,0.0,5,0.005060728744939271,10,0.014992503748125937,0.35,0,0,14,0,0,97,0.09738955823293173,0.19999999997999998,0.3333333333,0.3333333333,0
251,23,272,19,234,17,138,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.008547008547008548,0,0.0,5,0.022222222222222223,20,0.14492753623188406,0.0,0,0,15,0,0,27,0.11538461538461539,0.13333333332,0.0,0.0,0
252,13,546,13,401,11,302,0,0.0,9,0.016483516483516484,0,0.0,1,0.0018315018315018315,0,0.0,23,0.057356608478802994,0,0.0,1,0.002551020408163265,6,0.019867549668874173,1.0,0,0,26,0,0,108,0.26932668329177056,0.46666666661999995,0.3333333333,0.3333333333,0
253,7,5,6,4,6,4,0,0.0,0,0.0,0,0.0,1,0.2,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0.13636363636363635,0,0,8,0,0,2,0.5,0.3333333333,0.3333333333,0.0,0
254,22,563,20,492,13,318,0,0.0,2,0.003552397868561279,1,0.045454545454545456,1,0.0017761989342806395,0,0.0,3,0.006097560975609756,0,0.0,0,0.0,35,0.11006289308176101,0.0,0,0,26,0,0,81,0.16463414634146342,0.0,0.0,0.0,0
255,18,2949,17,2628,10,1617,0,0.0,0,0.0,0,0.0,3,0.001017293997965412,0,0.0,16,0.0060882800608828,0,0.0,0,0.0,48,0.029684601113172542,-0.0125,0,0,18,0,0,372,0.1415525114155251,0.46666666664,0.3333333333,0.3333333333,0
256,10,79,9,73,8,47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0136986301369863,0,0.0,0,0.0,1,0.02127659574468085,0.06818181818181818,0,0,11,0,0,11,0.1506849315068493,0.26666666664,0.3333333333,0.3333333333,0
257,11,243,11,224,11,127,0,0.0,0,0.0,0,0.0,1,0.00411522633744856,0,0.0,0,0.0,0,0.0,0,0.0,5,0.03937007874015748,0.0,0,0,13,0,0,30,0.13392857142857142,0.26666666664,0.3333333333,0.3333333333,0
258,7,402,7,351,6,205,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.005698005698005698,0,0.0,3,0.008746355685131196,7,0.03414634146341464,0.0,0,0,14,0,0,32,0.09116809116809117,0.06666666666,0.0,0.0,0
259,16,499,16,452,10,244,0,0.0,0,0.0,0,0.0,3,0.006012024048096192,0,0.0,5,0.011061946902654867,1,0.07692307692307693,0,0.0,19,0.0778688524590164,0.0,0,0,11,1,0,42,0.09292035398230089,0.33333333332,0.0,0.0,0
260,11,801,10,701,8,484,0,0.0,3,0.003745318352059925,0,0.0,0,0.0,1,0.1,11,0.015691868758915834,0,0.0,1,0.001443001443001443,5,0.010330578512396695,0.5,0,0,15,0,0,129,0.1840228245363766,0.0,0.0,0.0,0
261,5,47,5,44,4,32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.125,0.0,0,0,15,0,0,9,0.20454545454545456,0.73333333332,1.0,1.0,1
262,9,414,8,313,8,233,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.01597444089456869,0,0.0,0,0.0,28,0.12017167381974249,0.1,0,0,13,0,0,87,0.2779552715654952,0.0,0.0,0.0,0
263,5,919,5,811,5,475,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.012330456226880395,0,0.0,1,0.00125,40,0.08421052631578947,0.0,0,0,18,0,0,114,0.1405672009864365,0.7333333333,0.6666666666,0.6666666666,1
264,14,354,13,323,10,223,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,8,0.02476780185758514,0,0.0,0,0.0,25,0.11210762331838565,0.2,0,0,17,0,0,49,0.15170278637770898,0.0,0.0,0.0,0
265,16,268,15,244,11,163,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.012295081967213115,0,0.0,1,0.004166666666666667,28,0.17177914110429449,0.0,0,0,15,0,0,28,0.11475409836065574,0.0,0.0,0.0,0
266,10,1803,9,1578,8,877,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.0031685678073510772,0,0.0,3,0.0018999366687777073,17,0.019384264538198404,0.24318181818181817,0,0,14,0,0,90,0.057034220532319393,0.93333333332,1.0,1.0,1
267,10,179,10,148,10,115,0,0.0,0,0.0,0,0.0,1,0.00558659217877095,0,0.0,6,0.04054054054054054,0,0.0,0,0.0,12,0.10434782608695652,0.0,0,0,12,0,0,60,0.40540540540540543,0.86666666666,1.0,1.0,1
268,22,288,22,264,14,171,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.14035087719298245,-0.25,0,0,13,0,0,29,0.10984848484848485,0.13333333332,0.0,0.0,0
269,11,1666,11,1430,11,930,0,0.0,0,0.0,0,0.0,4,0.0024009603841536613,0,0.0,17,0.011888111888111888,0,0.0,4,0.002834868887313962,73,0.07849462365591398,0.0,0,0,20,0,0,216,0.15104895104895105,0.06666666666,0.0,0.0,0
270,9,6039,8,5233,8,3495,0,0.0,0,0.0,0,0.0,7,0.0011591323066732903,1,0.125,137,0.02618001146569845,0,0.0,104,0.020614469772051537,25,0.00715307582260372,0.0,0,0,24,0,0,666,0.12726925281865087,0.26666666664,0.3333333333,0.3333333333,0
271,23,228,21,210,13,121,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.01904761904761905,0,0.0,0,0.0,42,0.34710743801652894,0.0,0,0,15,0,0,36,0.17142857142857143,0.19999999997999998,0.0,0.0,0
272,18,807,16,725,12,431,0,0.0,3,0.0037174721189591076,0,0.0,0,0.0,1,0.0625,21,0.028965517241379312,0,0.0,1,0.0014771048744460858,3,0.0069605568445475635,0.0,0,0,14,0,0,49,0.06758620689655172,0.39999999997999997,0.3333333333,0.0,0
273,13,1287,11,1125,10,695,0,0.0,0,0.0,0,0.0,1,0.000777000777000777,1,0.09090909090909091,24,0.021333333333333333,0,0.0,16,0.014719411223551058,29,0.041726618705035974,0.0,0,0,13,0,0,177,0.15733333333333333,0.46666666661999995,0.6666666666,0.6666666666,1
274,15,865,15,757,13,461,0,0.0,0,0.0,0,0.0,1,0.0011560693641618498,0,0.0,7,0.009247027741083224,0,0.0,3,0.004021447721179625,15,0.03253796095444685,0.25,0,0,14,0,0,124,0.16380449141347425,0.66666666664,0.6666666666,1.0,1
275,7,128,7,110,6,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00909090909090909,0,0.0,0,0.0,4,0.06451612903225806,0.0,0,0,12,1,0,11,0.1,0.26666666664,0.3333333333,0.3333333333,0
276,17,613,17,557,16,380,0,0.0,0,0.0,0,0.0,0,0.0,1,0.058823529411764705,5,0.008976660682226212,0,0.0,0,0.0,26,0.06842105263157895,0.1,0,0,15,0,0,107,0.19210053859964094,0.19999999997999998,0.0,0.0,0
277,15,701,14,620,10,401,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.020967741935483872,0,0.0,0,0.0,20,0.04987531172069826,0.35714285714285715,0,0,14,0,0,57,0.09193548387096774,0.53333333332,0.3333333333,0.3333333333,0
278,10,972,10,869,8,552,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.011507479861910242,0,0.0,2,0.002336448598130841,11,0.019927536231884056,0.0,0,0,21,0,0,110,0.12658227848101267,0.19999999997999998,0.0,0.0,0
279,7,246,7,216,7,152,0,0.0,0,0.0,0,0.0,1,0.0040650406504065045,0,0.0,11,0.05092592592592592,0,0.0,2,0.009433962264150943,29,0.19078947368421054,0.0,0,0,10,0,0,57,0.2638888888888889,0.06666666666,0.0,0.0,0
280,7,73,7,67,6,43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.029850746268656716,0,0.0,0,0.0,2,0.046511627906976744,0.0,0,0,26,0,0,17,0.2537313432835821,0.06666666666,0.0,0.0,0
281,12,263,12,242,9,142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.012396694214876033,0,0.0,1,0.00425531914893617,11,0.07746478873239436,0.0,0,0,15,0,0,34,0.14049586776859505,0.39999999997999997,0.3333333333,0.0,0
282,16,1298,13,1154,11,737,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.010398613518197574,0,0.0,0,0.0,17,0.023066485753052916,0.0,0,0,25,0,0,189,0.1637781629116118,0.39999999997999997,0.3333333333,0.0,0
283,19,290,19,259,11,171,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.011583011583011582,0,0.0,0,0.0,13,0.07602339181286549,0.0,0,0,14,0,0,32,0.12355212355212356,0.06666666666,0.0,0.0,0
284,13,246,13,211,13,127,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.009478672985781991,0,0.0,0,0.0,3,0.023622047244094488,0.0,0,0,13,0,0,25,0.11848341232227488,0.46666666664,0.3333333333,0.3333333333,0
285,21,392,17,351,14,188,0,0.0,0,0.0,0,0.0,0,0.0,1,0.058823529411764705,3,0.008547008547008548,0,0.0,3,0.00909090909090909,12,0.06382978723404255,0.04999999999999999,0,0,14,0,0,17,0.04843304843304843,0.5333333333,0.6666666666,0.6666666666,1
286,12,578,12,507,12,333,0,0.0,0,0.0,0,0.0,5,0.00865051903114187,1,0.08333333333333333,19,0.03747534516765286,0,0.0,4,0.008097165991902834,7,0.021021021021021023,-0.2,0,0,19,0,0,63,0.1242603550295858,0.53333333332,0.6666666666,1.0,1
287,11,2086,11,1838,9,1124,0,0.0,2,0.0009587727708533077,0,0.0,0,0.0,0,0.0,19,0.010337323177366704,0,0.0,17,0.009561304836895388,37,0.03291814946619217,0.0,0,0,16,0,0,302,0.16430903155603918,0.39999999997999997,0.3333333333,0.3333333333,0
288,17,330,16,286,11,189,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.04895104895104895,1,0.07142857142857142,1,0.0037174721189591076,14,0.07407407407407407,0.0,0,0,16,0,0,63,0.2202797202797203,0.0,0.0,0.0,0
289,11,1432,11,1321,9,823,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.00757002271006813,0,0.0,0,0.0,18,0.02187120291616039,-0.5,0,0,15,0,0,166,0.12566237698713095,0.06666666666,0.0,0.0,0
290,9,469,9,430,9,292,0,0.0,0,0.0,0,0.0,1,0.0021321961620469083,0,0.0,9,0.020930232558139535,0,0.0,0,0.0,7,0.023972602739726026,-0.26666666666666666,0,0,17,0,0,31,0.07209302325581396,0.79999999998,1.0,1.0,1
291,12,426,11,404,9,224,0,0.0,0,0.0,0,0.0,1,0.002347417840375587,1,0.09090909090909091,2,0.0049504950495049506,0,0.0,1,0.002512562814070352,16,0.07142857142857142,0.3,0,0,15,0,0,26,0.06435643564356436,0.33333333332,0.3333333333,0.3333333333,0
292,2,647,2,604,2,382,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.008278145695364239,0,0.0,2,0.003424657534246575,1,0.002617801047120419,0.0,0,0,15,0,0,106,0.17549668874172186,0.19999999997999998,0.0,0.0,0
293,15,308,12,266,11,178,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.041353383458646614,0,0.0,9,0.03557312252964427,25,0.1404494382022472,0.1,0,0,10,0,0,38,0.14285714285714285,0.13333333332,0.0,0.0,0
294,9,34,9,32,8,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03125,0,0.0,0,0.0,0,0.0,0.3333333333333333,0,0,11,0,0,7,0.21875,0.66666666662,0.6666666666,0.6666666666,1
295,14,1458,13,1353,13,827,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.018477457501847747,0,0.0,0,0.0,21,0.02539298669891173,0.0,0,0,19,0,0,142,0.1049519586104952,0.06666666666,0.0,0.0,0
296,18,719,17,655,13,411,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.02748091603053435,0,0.0,0,0.0,37,0.09002433090024331,0.06818181818181818,0,0,16,0,0,113,0.17251908396946564,0.86666666666,1.0,1.0,1
297,11,1666,11,1430,11,930,0,0.0,0,0.0,0,0.0,4,0.0024009603841536613,0,0.0,17,0.011888111888111888,0,0.0,4,0.002834868887313962,73,0.07849462365591398,0.0,0,0,20,0,0,216,0.15104895104895105,0.66666666664,0.6666666666,1.0,1
298,16,314,14,232,14,199,0,0.0,1,0.0031847133757961785,0,0.0,0,0.0,0,0.0,3,0.01293103448275862,0,0.0,0,0.0,49,0.24623115577889448,0.0,0,0,13,0,0,68,0.29310344827586204,0.13333333332,0.0,0.0,0
299,10,840,10,739,8,484,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.02165087956698241,0,0.0,0,0.0,35,0.07231404958677685,0.5,0,0,17,0,0,112,0.15155615696887687,0.06666666666,0.0,0.0,0
300,12,634,12,551,10,342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.021778584392014518,0,0.0,6,0.011278195488721804,30,0.08771929824561403,0.0,0,0,17,0,0,84,0.15245009074410162,0.06666666666,0.0,0.0,0
301,9,1870,9,1697,9,1070,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,31,0.018267530936947555,0,0.0,0,0.0,27,0.025233644859813085,0.0,0,0,24,0,0,283,0.16676487919858574,0.66666666664,0.6666666666,1.0,1
302,13,1107,13,1000,13,599,0,0.0,5,0.004516711833785004,0,0.0,6,0.005420054200542005,1,0.07692307692307693,37,0.037,0,0.0,0,0.0,10,0.01669449081803005,0.5,0,0,19,0,0,81,0.081,0.79999999998,1.0,1.0,1
303,18,719,17,655,13,411,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.02748091603053435,0,0.0,0,0.0,37,0.09002433090024331,0.06818181818181818,0,0,16,0,0,113,0.17251908396946564,1.0,1.0,1.0,1
304,12,1038,10,920,10,624,0,0.0,0,0.0,0,0.0,1,0.0009633911368015414,0,0.0,5,0.005434782608695652,0,0.0,1,0.0011135857461024498,17,0.027243589743589744,0.0,0,0,15,0,0,110,0.11956521739130435,0.53333333332,0.3333333333,0.3333333333,0
305,6,738,6,672,6,414,0,0.0,2,0.0027100271002710027,0,0.0,0,0.0,0,0.0,10,0.01488095238095238,0,0.0,1,0.0016051364365971107,36,0.08695652173913043,0.0,0,0,17,0,0,106,0.15773809523809523,0.06666666666,0.0,0.0,0
306,18,882,16,795,13,470,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0625,7,0.00880503144654088,0,0.0,9,0.011538461538461539,45,0.09574468085106383,0.0,0,0,21,0,0,46,0.05786163522012579,0.26666666666,0.0,0.0,0
307,12,579,11,484,11,286,0,0.0,1,0.0017271157167530224,1,0.08333333333333333,8,0.013816925734024179,0,0.0,8,0.01652892561983471,0,0.0,19,0.04148471615720524,41,0.14335664335664336,-0.6999999999999998,0,0,18,0,0,49,0.1012396694214876,0.46666666666,0.3333333333,0.0,0
308,2,326,2,240,2,171,0,0.0,12,0.03680981595092025,0,0.0,3,0.009202453987730062,0,0.0,23,0.09583333333333334,0,0.0,10,0.04424778761061947,0,0.0,0.0,0,0,42,0,0,75,0.3125,0.26666666664,0.0,0.0,0
309,10,86,10,79,7,53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.02531645569620253,0,0.0,2,0.02702702702702703,5,0.09433962264150944,-0.08333333333333333,0,0,10,0,0,10,0.12658227848101267,0.79999999998,1.0,1.0,1
310,12,55,11,52,8,33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.038461538461538464,0,0.0,0,0.0,5,0.15151515151515152,0.13636363636363635,0,0,11,0,0,15,0.28846153846153844,0.26666666666,0.0,0.0,0
311,10,233,10,198,9,144,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.04040404040404041,0,0.0,0,0.0,17,0.11805555555555555,0.45,1,1,18,0,0,47,0.23737373737373738,0.19999999997999998,0.0,0.0,0
312,12,512,12,450,10,282,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.011111111111111112,0,0.0,0,0.0,10,0.03546099290780142,0.13636363636363635,0,0,14,0,0,69,0.15333333333333332,0.13333333332,0.0,0.0,0
313,11,260,10,231,9,145,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.012987012987012988,0,0.0,6,0.026905829596412557,6,0.041379310344827586,0.0,0,0,13,0,0,36,0.15584415584415584,0.26666666664,0.0,0.0,0
314,18,529,16,474,7,276,0,0.0,0,0.0,0,0.0,4,0.007561436672967864,0,0.0,1,0.002109704641350211,0,0.0,1,0.002127659574468085,15,0.05434782608695652,0.0,0,0,17,0,0,19,0.04008438818565401,0.73333333332,1.0,1.0,1
315,35,738,33,660,20,408,0,0.0,0,0.0,1,0.02857142857142857,0,0.0,1,0.030303030303030304,18,0.02727272727272727,1,0.03125,5,0.007633587786259542,55,0.13480392156862744,0.0,0,0,13,0,0,39,0.05909090909090909,0.79999999998,1.0,1.0,1
316,20,751,15,625,15,394,0,0.0,6,0.007989347536617843,0,0.0,3,0.0039946737683089215,1,0.06666666666666667,25,0.04,0,0.0,9,0.014586709886547812,39,0.09898477157360407,0.0,0,0,27,0,0,125,0.2,0.0,0.0,0.0,0
317,18,282,15,248,12,163,0,0.0,0,0.0,0,0.0,1,0.0035460992907801418,3,0.2,7,0.028225806451612902,0,0.0,0,0.0,10,0.06134969325153374,-0.05,0,0,13,0,0,42,0.1693548387096774,0.13333333332,0.0,0.0,0
318,17,455,15,393,10,235,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,3,0.007633587786259542,0,0.0,2,0.005208333333333333,10,0.0425531914893617,0.0,0,0,15,0,0,22,0.05597964376590331,0.19999999997999998,0.3333333333,0.3333333333,0
319,11,114,9,103,9,59,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,5,0.0847457627118644,0.0,0,0,12,0,0,16,0.1553398058252427,0.46666666664,0.3333333333,0.3333333333,0
320,19,80,17,71,13,52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.028169014084507043,0,0.0,0,0.0,8,0.15384615384615385,1.0,0,0,11,0,0,17,0.23943661971830985,0.46666666664,0.3333333333,0.3333333333,0
321,19,307,16,264,15,164,1,0.05263157894736842,0,0.0,0,0.0,1,0.003257328990228013,2,0.125,7,0.026515151515151516,0,0.0,0,0.0,17,0.10365853658536585,0.0,0,0,19,0,0,58,0.2196969696969697,0.0,0.0,0.0,0
322,11,1157,11,1062,9,756,0,0.0,1,0.000864304235090752,0,0.0,0,0.0,0,0.0,8,0.007532956685499058,0,0.0,0,0.0,29,0.03835978835978836,-1.0,0,0,15,0,0,225,0.211864406779661,0.93333333332,1.0,1.0,1
323,12,924,12,843,10,492,0,0.0,0,0.0,0,0.0,6,0.006493506493506494,0,0.0,7,0.00830367734282325,0,0.0,0,0.0,44,0.08943089430894309,0.0,0,0,21,0,0,75,0.08896797153024912,0.53333333332,0.6666666666,1.0,1
324,19,419,17,353,14,218,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.019830028328611898,0,0.0,6,0.01764705882352941,25,0.11467889908256881,-0.025568181818181823,0,0,12,0,0,44,0.12464589235127478,0.13333333332,0.0,0.0,0
325,14,462,14,409,11,244,0,0.0,0,0.0,0,0.0,2,0.004329004329004329,0,0.0,2,0.004889975550122249,0,0.0,0,0.0,29,0.11885245901639344,0.25,0,0,18,0,0,41,0.10024449877750612,0.33333333332,0.0,0.0,0
326,20,451,18,407,12,251,0,0.0,0,0.0,1,0.05,1,0.0022172949002217295,0,0.0,0,0.0,0,0.0,3,0.007317073170731708,22,0.08764940239043825,-0.17676767676767677,0,0,14,0,0,17,0.04176904176904177,0.7999999999599999,0.6666666666,0.6666666666,1
327,10,796,10,703,9,432,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.00995732574679943,0,0.0,4,0.005788712011577424,24,0.05555555555555555,0.0,0,0,13,0,0,96,0.13655761024182078,0.26666666664,0.3333333333,0.3333333333,0
328,15,454,13,407,13,259,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.044226044226044224,0,0.0,0,0.0,26,0.10038610038610038,-0.2,0,0,16,0,0,87,0.21375921375921375,0.53333333332,0.3333333333,0.3333333333,0
329,11,131,11,113,11,77,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,12,0.15584415584415584,0.13636363636363635,0,0,17,0,0,26,0.23008849557522124,0.53333333328,0.6666666666,0.6666666666,1
330,10,346,10,287,10,242,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.020905923344947737,0,0.0,1,0.0035335689045936395,9,0.0371900826446281,-0.15555555555555559,0,0,21,0,0,128,0.445993031358885,0.13333333332,0.0,0.0,0
331,11,404,11,356,9,220,0,0.0,1,0.0024752475247524753,0,0.0,3,0.007425742574257425,0,0.0,4,0.011235955056179775,0,0.0,2,0.006024096385542169,17,0.07727272727272727,0.5,0,0,20,0,0,60,0.16853932584269662,0.13333333332,0.0,0.0,0
332,12,620,12,566,10,363,0,0.0,3,0.004838709677419355,0,0.0,0,0.0,0,0.0,15,0.026501766784452298,0,0.0,0,0.0,20,0.05509641873278237,0.0,0,0,16,0,0,111,0.196113074204947,1.0,1.0,1.0,1
333,11,184,10,172,10,113,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,0,0.0,1,0.005813953488372093,0,0.0,0,0.0,19,0.168141592920354,0.0,0,0,24,0,0,37,0.21511627906976744,0.3333333333,0.3333333333,0.3333333333,0
334,9,46,9,43,8,29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.13793103448275862,-0.25,0,0,13,0,0,2,0.046511627906976744,0.26666666666,0.0,0.0,0
335,11,191,10,180,9,109,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.005555555555555556,0,0.0,0,0.0,14,0.12844036697247707,0.0,0,0,13,0,0,27,0.15,0.13333333332,0.0,0.0,0
336,24,229,24,208,15,128,0,0.0,0,0.0,0,0.0,0,0.0,1,0.041666666666666664,1,0.004807692307692308,0,0.0,0,0.0,18,0.140625,-0.3333333333333333,0,0,13,0,0,5,0.02403846153846154,0.26666666666,0.0,0.0,0
337,16,542,15,477,15,267,0,0.0,2,0.0036900369003690036,0,0.0,5,0.00922509225092251,1,0.06666666666666667,2,0.0041928721174004195,0,0.0,0,0.0,23,0.08614232209737828,0.1875,0,0,11,0,0,56,0.11740041928721175,0.26666666664,0.3333333333,0.3333333333,0
338,8,1249,8,1123,7,719,0,0.0,0,0.0,0,0.0,3,0.0024019215372297837,1,0.125,6,0.005342831700801425,0,0.0,0,0.0,0,0.0,0.0,0,0,44,1,0,174,0.1549421193232413,0.39999999997999997,0.3333333333,0.3333333333,0
339,20,1209,19,1108,11,659,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.009927797833935019,0,0.0,0,0.0,44,0.06676783004552352,0.0,0,0,16,0,0,155,0.13989169675090252,0.13333333332,0.0,0.0,0
340,18,295,18,267,14,165,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1111111111111111,3,0.011235955056179775,0,0.0,0,0.0,2,0.012121212121212121,0.13636363636363635,0,0,12,0,0,22,0.08239700374531835,0.26666666664,0.0,0.0,0
341,8,943,8,830,6,494,0,0.0,0,0.0,0,0.0,3,0.003181336161187699,1,0.125,27,0.03253012048192771,0,0.0,3,0.003676470588235294,24,0.048582995951417005,0.13636363636363635,0,0,15,0,0,89,0.10722891566265061,0.7999999999599999,0.6666666666,0.6666666666,1
342,23,286,21,255,16,154,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.011764705882352941,0,0.0,0,0.0,18,0.11688311688311688,0.0,0,0,12,0,0,32,0.12549019607843137,0.66666666666,1.0,1.0,1
343,14,372,12,321,11,230,0,0.0,0,0.0,0,0.0,1,0.002688172043010753,0,0.0,7,0.021806853582554516,0,0.0,0,0.0,15,0.06521739130434782,0.0,0,0,16,0,0,107,0.3333333333333333,0.53333333332,0.6666666666,1.0,1
344,9,288,8,268,6,186,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.041044776119402986,0,0.0,0,0.0,9,0.04838709677419355,0.0,0,0,15,0,0,89,0.332089552238806,0.19999999997999998,0.0,0.0,0
345,16,386,15,337,8,205,0,0.0,0,0.0,0,0.0,1,0.0025906735751295338,0,0.0,4,0.011869436201780416,0,0.0,3,0.00909090909090909,19,0.09268292682926829,0.04166666666666667,0,0,19,0,0,26,0.0771513353115727,0.2,0.0,0.0,0
346,11,1550,10,1422,9,916,0,0.0,0,0.0,0,0.0,13,0.008387096774193548,0,0.0,3,0.002109704641350211,0,0.0,0,0.0,22,0.024017467248908297,0.0,0,0,15,0,0,83,0.058368495077355836,0.73333333332,1.0,1.0,1
347,12,530,12,446,7,287,0,0.0,0,0.0,0,0.0,1,0.0018867924528301887,1,0.08333333333333333,4,0.008968609865470852,0,0.0,3,0.006802721088435374,10,0.03484320557491289,0.25,0,0,13,0,0,57,0.12780269058295965,0.06666666666,0.0,0.0,0
348,8,267,8,224,8,136,0,0.0,0,0.0,0,0.0,2,0.00749063670411985,0,0.0,0,0.0,0,0.0,0,0.0,3,0.022058823529411766,0.0,0,0,12,0,0,23,0.10267857142857142,0.73333333332,1.0,1.0,1
349,11,108,11,96,8,55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.10909090909090909,0.2857142857142857,0,0,11,0,0,6,0.0625,0.13333333332,0.0,0.0,0
350,10,613,10,554,6,326,0,0.0,0,0.0,0,0.0,2,0.0032626427406199023,0,0.0,3,0.005415162454873646,0,0.0,1,0.001968503937007874,0,0.0,1.0,0,0,15,0,0,34,0.061371841155234655,0.79999999998,1.0,1.0,1
351,10,1065,8,936,3,604,0,0.0,0,0.0,1,0.1,11,0.010328638497652582,0,0.0,9,0.009615384615384616,0,0.0,6,0.006528835690968444,13,0.02152317880794702,-0.125,0,0,17,0,0,153,0.16346153846153846,0.66666666664,0.6666666666,1.0,1
352,9,516,9,451,9,303,0,0.0,1,0.001937984496124031,0,0.0,0,0.0,1,0.1111111111111111,62,0.13747228381374724,0,0.0,2,0.004514672686230248,2,0.006600660066006601,0.0,0,0,18,0,0,63,0.13968957871396895,0.86666666666,1.0,1.0,1
353,26,183,26,162,11,97,0,0.0,0,0.0,0,0.0,1,0.00546448087431694,0,0.0,1,0.006172839506172839,0,0.0,0,0.0,2,0.020618556701030927,0.3333333333333333,0,0,16,0,0,10,0.06172839506172839,0.13333333332,0.0,0.0,0
354,12,392,11,344,8,211,0,0.0,1,0.002551020408163265,0,0.0,1,0.002551020408163265,1,0.09090909090909091,20,0.05813953488372093,0,0.0,1,0.0029498525073746312,14,0.06635071090047394,0.0,0,0,17,0,0,42,0.12209302325581395,0.33333333332,0.3333333333,0.3333333333,0
355,15,283,14,248,12,165,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.020161290322580645,0,0.0,3,0.012658227848101266,12,0.07272727272727272,0.0,0,0,15,0,0,59,0.23790322580645162,0.13333333332,0.0,0.0,0
